ID,adjustNormalFlood,b_Xinanjiang,CalChanMan1,CalChanMan2,GwLoss,GwPercValue,LakeMultiplier,LZTC,LZthreshold,PowerPrefFlow,QSplitMult,ReservoirRnormqMult,SnowMeltCoef,UZTC
9,0.3184489992517614,3.7355714651583605,1.4779704822372837,3.748601530290273,0.05079320931598937,0.08388433456979627,0.8708263935735173,398.38307765979846,4.531340150618594,0.8068301464840317,0.137032037000149,0.37956521811909216,2.5000011717383406,7.921691618627547
10,0.31879027404222704,2.74178724529088,1.760307358586822,2.4238901723242634,0.0036857618285467907,0.11452289784062249,1.9270165778537405,435.85287388808615,14.0497040323439,0.5,9.096016231577803,1.416090275950685,2.500000996955677,6.229618222855973
12,0.5929324842737143,0.04237801545726849,1.2710923623445827,3.5578368119131656,0.5134959061430304,0.7208098656663943,1.2332505353710155,183.5721497461864,21.596833282345617,1.1685204886906202,13.483821673888658,1.0658609085554342,3.912543891291146,8.489116629952344
13,0.5139559514979405,3.184078407305087,1.9568738941005683,4.999995914583937,0.03979872247337444,0.01000002663322451,0.5828583091461571,401.14073462178544,21.035502265590175,2.9657878180155954,1.6411996960450448,1.1690256918198167,5.188508360123071,11.672393008767278
18,0.8159412501084039,4.270876228751636,1.6021961250579093,2.9397268126172094,0.48362452193497574,0.36453441794142616,0.9162411701232854,179.0449839338839,16.045157386275896,0.5324212472197837,5.6138676979728395,1.6999385201044417,3.114932199635892,6.2242243485459126
20,0.7489477496470267,0.6501256087079139,1.6707330141292422,4.113178310561758,0.18633832121484672,0.13797831013581344,1.4950767573897958,131.17763368841256,18.08257489108158,0.9298067468667319,0.3556064515304624,1.0090268788735703,2.601096963286747,39.999890199392055
21,0.8269715016288904,0.010000020449228177,0.5900857754398667,1.9866611989145024,0.3540827557918982,0.5449356065764998,1.345971862608818,306.70709555734516,21.89761929677152,0.7946931563265256,16.983136440424264,0.8914428714025577,6.483153943329978,16.678204924439324
23,0.561935618166764,2.365325197190101,1.2151860539959953,4.474493071402927,0.19459546843878978,0.18908296348599618,0.9245050610659109,248.65936267723356,5.5392694675095075,1.1257139412546369,0.44678158919163435,0.6007516538926384,4.360181764619335,9.518153852350338
24,0.6138345014889117,0.849788996797819,1.8817760811853996,4.138824385733197,0.34275632538238776,0.37527147731269644,0.5242167054635118,320.754632047921,25.50652230559742,0.799281838993522,12.589527388366209,0.865507178829334,4.43111607814423,6.084811798816799
26,0.5300680376907476,2.230168995050441,0.5129323729586637,3.7627895042073427,0.25738727576921794,0.26954103519444417,1.1416198740771877,398.1689508188642,6.21324361280549,0.500056591261632,20.000017412695886,0.7043567290637726,3.728828217467159,16.300798049670526
27,0.601314481819788,2.32435286172995,1.9782573329536874,4.9694253558920005,0.6375947545754354,0.5898883775510189,1.1542567054364927,238.48967331253994,7.806488938595448,0.5026280259359882,4.746347756157178,0.6773574798456986,2.4999963533749368,9.86192664781057
30,0.4511120863432037,1.0665189109606972,0.8356351070683029,1.6818159357826905,0.2396270219882278,0.26293824827325313,1.1295086002370434,308.09950030585725,14.962171643453003,0.940542864897873,14.183489650090863,1.6512308034219385,6.320642522432828,10.335183343024934
33,0.1278790348771676,4.619129977312333,0.9633341236232659,4.587499459199408,0.3439966807822832,0.6864118587330788,0.9467117304984423,475.7179568989358,10.240183301116039,0.5656388859565479,9.76407572708116,1.8123226390376692,3.0061387645287883,7.406589515398231
38,0.1073279067321568,2.707938876773932,0.5378841115011775,4.474359409198012,0.04904700352199888,0.5743777502701283,1.8584307224786298,393.57464935724187,0.08247754430003086,1.3087884090124637,3.6841402312485694,1.4125569791698434,2.4999967222637243,8.459662267751694
41,0.7957153754859615,4.993612294296689,0.9353325022122032,2.921632970125197,0.00010191622638469395,0.7328719269828274,1.0378904443128336,102.6451229677743,24.336854790679517,0.5195043002038785,2.8609748724969513,0.8995870886474152,3.020817156787598,10.47351314169365
42,0.49959395814023666,0.36342470846895003,1.6622491539671933,1.2220394240510422,0.2448020983769103,0.8214538831289203,2.0,181.70492447339754,13.240683723837648,0.6487584333843468,8.712517836742611,1.0293395555363956,3.8093505485741384,8.389916663143932
43,0.6501526124033555,1.8909308645750926,1.8156892058910505,3.034390788851791,0.051315180155616945,0.5822879570631693,1.319970046202335,285.19194818215146,16.082096342483652,2.1621605910259296,2.879027855357373,0.8661811482847257,2.6317799651713254,7.97057904171457
49,0.721228524596198,0.31130877146946706,0.9913155037291613,1.6849171854880027,0.0,0.14419079900761506,1.7940098324237264,244.93375331280865,19.32557385983483,0.5006994663467161,14.787286121630679,0.41765594472185497,2.5912477061932635,12.692186626667432
53,0.5993393408575785,1.484635311548477,1.2299194286309565,4.960732869225331,0.06157784135196184,1.0567691558868655,0.7003991616494388,43.29937563640944,28.53387480161468,2.797809030672057,8.720908061757912,1.6165011503410127,3.6110528699595394,15.34959108414357
