ID,elv_mean,elv_std,elv_min,elv_max,gradient_mean,gradient_std,upArea_max,forest,irrigated,other,rice,sealed,water,land_use_main,cropcoef_mean,cropcoef_std,chanbnkf_mean,chanbw_mean,changrad_mean,chanlength_sum,chanman_mean,ksat1,ksat2,ksat3,lambda1,lambda2,lambda3,genua1,genua2,genua3,soildepth1,soildepth2,soildepth3,thetas1,thetas2,thetas3,thetar1,thetar2,thetar3,lai01,lai02,lai03,lai04,lai05,lai06,lai07,lai08,lai09,lai10,lai11,lai12,laiyrmean,laiyrmax,laiyrmin,no_reservoirs,storage_reservoirs,no_lakes,area_lakes
9,294.1785829666071,66.52675583518302,140.2456817626953,502.4743347167969,0.011406909364365428,0.009237345727080409,1529351936.0,0.0922449125632111,0.0,0.8855764031985109,0.0,0.0,0.022179008558711622,3,0.9219114232770843,0.03363338833315419,1.645387696846883,61.25968148327393,0.009078750156209865,1743986622464.0,0.03338030601929535,154.52737398372622,170.11447749676518,177.06144227598455,0.41063302326904955,0.34172150123116224,0.39032064619695583,0.014975395325684673,0.02541435073978537,0.01700263212186748,48.89106214732768,1235.179827352725,21367.50426228191,0.7085953702944243,0.43567332269841297,0.42621634809333064,0.04100001119428594,0.04100001119428594,0.04100001119428594,0.44067472041486233,0.434105034624868,0.43529953816770256,0.43371739847305757,0.50930109155796,0.8455923388399456,1.2223776077455253,1.1551918888924226,0.6906209878423778,0.462769688133471,0.4374300514058349,0.44629316391112867,0.6261144487054803,1.2872869737848656,0.40326253801872436,0.0,0.0,0.0,0.0
10,367.2529676284694,83.31956000048248,162.71160888671875,804.6726684570312,0.01080943110338402,0.010994559422070931,10784827392.0,0.13880166449820894,0.0,0.8291150556163593,0.0,3.525300458555698e-05,0.03204773960239319,3,0.9098497606784159,0.07339277548566318,2.147613202281889,56.96957959340623,0.008511093748335832,14356133707776.0,0.034810022272151166,137.4209721305313,163.6573514609626,176.06508582411632,0.4049729858243347,0.33863579243686637,0.3911752379377146,0.01329527925820421,0.024837233930332547,0.016816682484238843,48.395836599154414,1220.142176513756,20139.707740069538,0.6860288910159387,0.43350376844498556,0.42916112446345983,0.040999980250782775,0.040999980250782775,0.040999980250782775,0.48063223700807717,0.47729452434912323,0.48437077332332706,0.48327872706420383,0.5629622610499007,1.0061101039748812,1.5064359185849914,1.3640271616301574,0.7404104969748092,0.4867383531602498,0.47068850613597735,0.48357221182592625,0.7122100864759354,1.582677107039713,0.4438918092305373,0.0,0.0,0.0,0.0
12,685.6190471841844,373.13479005627033,92.91545104980469,1877.8232421875,0.01879452774578362,0.016776434829432797,10764640256.0,0.18865754481211408,0.0,0.8010907375867743,0.0,1.49886219092978e-05,0.010237583908562284,3,0.9105530873442401,0.036400788938767734,2.1674551053408595,15.87754451872289,0.014055110107489145,14889946972160.0,0.03921783257175511,91.20502388812534,78.00545796861897,55.585176120702386,0.3886560275470647,0.29558106780452986,0.3300096905197855,0.013322704867880935,0.014763280254740717,0.00892628892736115,49.487416688355474,861.2367397693529,2919.160416485927,0.6327665420892179,0.4585719101824751,0.4476085049031918,0.040999988608621335,0.040999988608621335,0.040999988608621335,0.4250903890438814,0.4230234840286688,0.44564514490404417,0.46662796927343264,0.5137245422901247,0.8299750883152898,1.077578951053315,0.8370536291838465,0.45286356904878233,0.4059280449178946,0.42720057654169347,0.42689484049977094,0.560967181794798,1.0943811156721017,0.3893872399055738,0.0,0.0,0.0,0.0
13,599.2673922970841,330.1578829478297,92.2751235961914,1754.3140869140625,0.01833133634980785,0.024393492501452157,36093251584.0,0.0,0.0,0.9925998362202094,0.0,0.0,0.007399538732411149,3,0.9209963376514668,0.04961492250876476,2.444772089560226,22.281442037264213,0.011066450862972194,50125837697024.0,0.036824611212284274,34.701647512117795,56.927425761181105,45.66232129709236,0.2836103491305781,0.2805581461380562,0.3155261584651183,0.00197151513513308,0.007445227479370918,0.005242516184489218,49.630073746299296,886.6414702413755,3238.905420802394,0.74223248922585,0.5455185709396184,0.5161285417152756,0.04099998728981669,0.04099998728981669,0.04099998728981669,0.46938094144327763,0.46297495231411584,0.473508431617852,0.4903715822090117,0.5469351889595716,0.9586183667596023,1.38231709365317,1.0813754733408445,0.5508275123720017,0.43900899381649583,0.47083818665630484,0.4729631420571795,0.649926541949506,1.4101007599781747,0.41505512134139644,0.0,0.0,0.0,0.0
18,317.1045668246488,100.6648862433568,70.43738555908203,865.8882446289062,0.010121880386946145,0.00919360021080231,127049818112.0,0.8605765569775491,0.0,0.1329410698920346,0.0,3.938700288776507e-06,0.006472948241471881,1,0.9198028774654421,0.029037535973030864,2.852604221002511,36.57359204538434,0.007288141958480747,161645389152256.0,0.033475701685706793,78.89261548113419,80.46322428684772,77.40884685058194,0.3883858770975944,0.2779406459483395,0.3084629800436968,0.010224851958216883,0.014014818927683588,0.008412901190975512,49.67611256204811,1243.8057709859384,5272.057295265016,0.6700057095382818,0.42697606926498477,0.41292173934909976,0.04099978818934776,0.04099978818934776,0.04099978818934776,0.37379866768843006,0.37969770718998835,0.4124770014575281,0.4262923109509331,0.5208234372838976,1.1687257864477936,1.3722658291387624,1.0321604009507945,0.4024168659309497,0.32639080129227066,0.3761616299039244,0.3748566892995644,0.5971721182387025,1.4024036801536643,0.3089806749377061,0.0,0.0,0.0,0.0
20,83.01956608390024,90.59283856955635,18.98649787902832,602.6990966796875,0.0036284024010755766,0.005949221363389127,18270877696.0,0.45327596499904277,0.0,0.3966474379006958,0.0,1.8774616873663005e-06,0.15007166511458572,1,0.8035447189866652,0.16711980286854908,2.3602965202873927,332.39125920740094,0.0022383625951527372,26413302284288.0,0.029924534141926244,71.73186856347847,61.91063869662863,67.76964398685581,0.2883490189159585,0.23914447534657288,0.29912246523958913,0.0076789353126363305,0.011566162314618988,0.006999965868417312,42.49616582949946,867.699484248807,11594.5607766353,0.5090926760461078,0.36963147754668685,0.417692388914869,0.040999835114751616,0.040999835114751616,0.040999835114751616,0.31176499402108826,0.32120464646854135,0.36350384963900106,0.3868343556741823,0.42729490898020434,0.9537269894845581,1.3294475638008392,0.9969621210049234,0.36416935945611856,0.2782866752542999,0.31208876767164095,0.31159957634243046,0.5297403219869267,1.3472409351224186,0.26828687813825614,0.0,0.0,0.0,0.0
21,221.91487389459814,65.10741044592783,61.335025787353516,431.92950439453125,0.0066101794612596285,0.005486484400193039,21939216384.0,0.23972549096117277,0.0,0.6960329640858111,0.0,0.0,0.06424157995882757,3,0.8875949392611832,0.08804441075605453,2.2502624492521095,135.35240590411297,0.004950842412415283,30669109460992.0,0.03209777081081068,37.33578031734309,23.522941921998278,22.478066805463932,0.303634060635853,0.2064565045325058,0.23873179266067224,0.00814181644175355,0.006285679965016592,0.0036583516059779473,46.78791845830299,1226.1513761437916,8677.564853866606,0.5773582224963774,0.39676902894905924,0.4075033043152271,0.04099987986005517,0.04099987986005517,0.04099987986005517,0.44429777268756976,0.44087196395764316,0.46476945125916835,0.5275334709232862,0.64014632615876,1.2220679062333402,1.4586626641177458,1.101111252482729,0.5775502877150979,0.45570154586596767,0.4659729977305966,0.45607960862942726,0.6878971467649916,1.4862416425958929,0.4335317587190375,0.0,0.0,0.0,0.0
23,454.58761105798976,264.59614477771197,6.119570255279541,1360.221435546875,0.01765441807871795,0.016579865934075483,49331126272.0,0.3240858836829986,0.0,0.6681605449085946,0.0,4.2857099328974597e-07,0.007754587239660742,3,0.9327056916358317,0.026525536472750175,2.517918099642913,17.540712108830157,0.010577368820997024,63926012215296.0,0.03445188651392359,62.39337718915138,62.32096361021041,41.73990535140839,0.33146052278916094,0.2607426425482916,0.2869897916820966,0.008222885447737523,0.00907840802122569,0.0053211777417303706,49.6124044189713,748.209215301467,2956.0018957616708,0.6170879433476799,0.4590856902209851,0.4437937635153559,0.04100014297922201,0.04100014297922201,0.04100014297922201,0.3869058432834805,0.3959101715186054,0.43032058731413947,0.4515651658110608,0.5531995212770021,1.2038265125657315,1.6223340851505201,1.1883874135772803,0.478557890975105,0.3666437695101874,0.3890293172169236,0.3864325671130519,0.6544261119582109,1.6493196281411007,0.35221959881458437,0.0,0.0,0.0,0.0
24,567.4652087860782,218.87397211178288,104.79121398925781,1328.8453369140625,0.02278760063362679,0.02006024245671174,30196416512.0,0.22286868182377412,0.0,0.7677773131169238,0.0,9.513628896867683e-05,0.009260513586718037,3,0.8742889298568141,0.11594913514778452,2.328408564151858,37.64267175682555,0.014397794664892395,37411631398912.0,0.03645750551551894,57.431094781816405,57.050232882805226,39.58179655007628,0.3403898218202717,0.26260827385395574,0.2888639331496062,0.008870580749164119,0.00947411482220347,0.005588039426149422,49.5324088737593,770.153484669289,2303.5484679326814,0.6236661479134414,0.45686252460777116,0.44000424298811625,0.04099998365472928,0.04099998365472928,0.04099998365472928,0.36276229242353975,0.3681230325482494,0.3989247117840449,0.42216110794077666,0.4843067767221099,0.9084615329313799,1.2324559291486095,0.9306568506420707,0.41889663182976283,0.34841043259624077,0.36699941387622603,0.3649872500106143,0.5505954629597853,1.2511093419936592,0.3343403082650234,0.0,0.0,0.0,0.0
26,242.8239910189184,53.24461754742968,39.806278228759766,345.4309387207031,0.003231636985829693,0.0028353762159714843,16936606720.0,0.0,0.0,0.8762127217156149,0.0,0.0,0.1237870364413867,3,0.7646200743231902,0.11307238928547425,2.2668591474821493,153.80858620007575,0.0026602909265081185,24332126388224.0,0.032640855123710885,80.44453451752564,79.9719926460381,41.21937239807164,0.32851272722963526,0.2725439997059189,0.3353442175580919,0.014796606486253402,0.014174886708647387,0.008894207050013616,43.81063693223124,338.0345071263876,969.434647492064,0.5075554171138746,0.41308156590439365,0.45248232490445994,0.04100000250912111,0.04100000250912111,0.04100000250912111,0.31408104860222,0.31612235466082245,0.3450297273413667,0.37107147210316827,0.3845902236418944,0.5257547073530429,0.7505203252111169,0.6645411488606534,0.41628293236570335,0.3272600107281554,0.325032455330389,0.3211253607692929,0.4217843466635582,0.775774538478914,0.307564135553968,0.0,0.0,0.0,0.0
