ID,elv_mean,elv_std,elv_min,elv_max,gradient_mean,gradient_std,upArea_max,forest,irrigated,other,rice,sealed,water,land_use_main,cropcoef_mean,cropcoef_std,chanbnkf_mean,chanbw_mean,changrad_mean,chanlength_sum,chanman_mean,ksat1,genua3,thetar1,thetar2,thetar3,thetas2,genua1,lambda3,soildepth1,soildepth3,lambda1,thetas3,ksat2,soildepth2,lambda2,thetas1,ksat3,genua2,lai01,lai02,lai03,lai04,lai05,lai06,lai07,lai08,lai09,lai10,lai11,lai12,laiyrmean,laiyrmax,laiyrmin,no_reservoirs,storage_reservoirs,no_lakes,area_lakes
9,294.17860439267963,66.52675583520691,140.2456817626953,502.4743347167969,0.011406909364365428,0.009237345727080409,1529351936.0,0.0922449125632111,0.0,0.8855764031985109,0.0,0.0,0.02217901117419899,3,0.9219115069726801,0.033633388333541216,1.645387696846883,61.25968148327393,0.009078750156209865,1743986491392.0,0.03338030601929535,154.52737398372622,0.01700263212186748,0.0410000138097733,0.0410000138097733,0.0410000138097733,0.43567332269841297,0.014975395325684673,0.39032060434915794,48.89106750384581,21367.50563355055,0.41063302326904955,0.42621634809333064,170.11447749676518,1235.179827352725,0.34172150123116224,0.7085953702944243,177.0614529890208,0.02541435335527274,0.44067467856706444,0.434105034624868,0.43529953816770256,0.43371739847305757,0.5093010497101621,0.8455923388399456,1.2223775240499295,1.1551918888924226,0.6906209878423778,0.462769688133471,0.4374300514058349,0.44629316391112867,0.6261144487054803,1.2872869737848656,0.40326253801872436,0.0,0.0,0.0,0.0
10,367.2529433217405,83.31956000050063,162.71160888671875,804.6726684570312,0.01080943110338402,0.01099455942207093,10784827392.0,0.138801652629689,0.0,0.8291150556163593,0.0,3.525300458555698e-05,0.03204773960239319,3,0.9098498556265757,0.0733927754854921,2.147613202281889,56.96957959340623,0.008511093748335832,14356133707776.0,0.03481002609782436,137.4209721305313,0.016816682484238843,0.040999980250782775,0.040999980250782775,0.040999980250782775,0.43350376844498556,0.01329527925820421,0.3911752379377146,48.39583963749552,20139.707740069538,0.4049729858243347,0.42916112446345983,163.6573514609626,1220.142176513756,0.33863579243686637,0.6860288435418588,176.06508582411632,0.02483723244676755,0.48063223700807717,0.47729452434912323,0.48437082079740695,0.48327872706420383,0.5629622610499007,1.0061100090267217,1.5064359185849914,1.3640272565783171,0.7404104969748092,0.4867383531602498,0.47068850613597735,0.48357221182592625,0.7122100390018555,1.582677107039713,0.4438918567046171,0.0,0.0,0.0,0.0
12,685.6190471841844,373.13479005627033,92.91545104980469,1877.8232421875,0.01879452625943463,0.01677643482943139,10764640256.0,0.18865753292132215,0.0,0.8010907375867743,0.0,1.49886219092978e-05,0.010237583908562284,3,0.9105530873442401,0.036400788938767734,2.1674551053408595,15.87754451872289,0.014055109247459292,14889948020736.0,0.0392178291316357,91.20502388812534,0.008926289670535645,0.040999988608621335,0.040999988608621335,0.040999988608621335,0.45857195774564286,0.013322703381531945,0.3300096905197855,49.487416688355474,2919.1602216671918,0.3886560037654809,0.4476085049031918,78.00545796861897,861.2367397693529,0.29558106780452986,0.6327665420892179,55.585176120702386,0.014763277282042735,0.4250903890438814,0.4230234840286688,0.44564514490404417,0.46662796927343264,0.5137245898532924,0.8299750883152898,1.077578951053315,0.8370536291838465,0.45286356904878233,0.4059280449178946,0.42720057654169347,0.42689484049977094,0.560967181794798,1.0943811156721017,0.3893872399055738,0.0,0.0,0.0,0.0
13,599.2674504007794,330.15788294775376,92.2751235961914,1754.3140869140625,0.018331334576623795,0.02439349250145297,36093251584.0,0.0,0.0,0.9925998362202094,0.0,0.0,0.007399538732411149,3,0.9209963943933566,0.04961492250783051,2.444772089560226,22.281442037264213,0.011066450862972194,50125837697024.0,0.03682461347519348,34.701647512117795,0.005242516184489218,0.04099998728981669,0.04099998728981669,0.04099998728981669,0.5455185709396184,0.00197151513513308,0.3155261584651183,49.630073746299296,3238.9056532171744,0.28361037750152296,0.5161285417152756,56.92742939266205,886.6414121376804,0.2805581461380562,0.74223248922585,45.66232129709236,0.007445227479370918,0.46938094144327763,0.46297492394317097,0.473508431617852,0.4903715822090117,0.5469352457014613,0.9586183667596023,1.38231709365317,1.0813754733408445,0.5508275691138914,0.43900893707460603,0.47083815828535996,0.47296317042812436,0.6499264852076163,1.4101007599781747,0.4150551497123413,0.0,0.0,0.0,0.0
18,317.1045668246488,100.6648862433568,70.43738555908203,865.8882446289062,0.010121881394416903,0.009193600210795993,127049818112.0,0.8605765569775491,0.0,0.1329410698920346,0.0,3.938700288776507e-06,0.006472948241471881,1,0.9198028774654421,0.029037535973030864,2.852604221002511,36.57359204538434,0.007288142617896332,161645372375040.0,0.033475701685706793,78.89261548113419,0.00841290219844627,0.04099978818934776,0.04099978818934776,0.04099978818934776,0.4269761015040491,0.010224851958216883,0.3084630122827611,49.67611256204811,5272.057295265016,0.3883858770975944,0.41292173934909976,80.46323254004817,1243.8057709859384,0.2779406459483395,0.6700057095382818,77.40884685058194,0.014014818927683588,0.37379866768843006,0.37969770718998835,0.4124770014575281,0.4262923109509331,0.5208234372838976,1.1687257864477936,1.3722658291387624,1.0321604009507945,0.4024168659309497,0.32639080129227066,0.37616166214298863,0.3748566892995644,0.5971721182387025,1.4024036801536643,0.3089806749377061,0.0,0.0,0.0,0.0
20,83.01956608390024,90.59283856955635,18.98649787902832,602.6990966796875,0.0036284026200024974,0.005949221363388749,18270877696.0,0.45327596499904277,0.0,0.3966474379006958,0.0,1.8774616873663005e-06,0.1500716511032628,1,0.8035447189866652,0.16711980286854908,2.3602965202873927,332.39129232312774,0.0022383625951527372,26413302284288.0,0.029924534141926244,71.73186856347847,0.006999965868417312,0.040999835114751616,0.040999835114751616,0.040999835114751616,0.369631449524041,0.007678936188344014,0.29912246523958913,42.49616941639813,11594.5607766353,0.2883489908933126,0.41769241693751485,61.91063869662863,867.699484248807,0.23914447534657288,0.5090926760461078,67.76964398685581,0.011566162314618988,0.31176499402108826,0.32120461844589543,0.36350387766164693,0.3868343556741823,0.42729490898020434,0.9537269894845581,1.3294475638008392,0.996962233095507,0.36416935945611856,0.2782866752542999,0.31208876767164095,0.31159957634243046,0.5297403219869267,1.3472409351224186,0.26828687813825614,0.0,0.0,0.0,0.0
21,221.91487389459814,65.10741044592783,61.335025787353516,431.92950439453125,0.006610180190547367,0.005486484400193378,21939216384.0,0.23972549096117277,0.0,0.6960329640858111,0.0,0.0,0.06424157412452566,3,0.8875948459123527,0.08804441075597522,2.2502624492521095,135.35239044016026,0.004950842412415283,30669109460992.0,0.03209777081081068,37.33578031734309,0.0036583516059779473,0.04099987986005517,0.04099987986005517,0.04099987986005517,0.39676902894905924,0.00814181644175355,0.23873179266067224,46.787915471140415,8677.564089152987,0.303634060635853,0.4075032576408118,23.522943415579565,1226.1513761437916,0.2064565045325058,0.5773582224963774,22.478066805463932,0.006285679965016592,0.44429777268756976,0.4408720106320584,0.46476940458475313,0.5275334709232862,0.64014632615876,1.2220679995821706,1.4586626641177458,1.101111252482729,0.5775502877150979,0.45570149919155245,0.4659729977305966,0.45607960862942726,0.6878971467649916,1.4862416425958929,0.4335317587190375,0.0,0.0,0.0,0.0
23,454.5876535698142,264.59614477784305,6.119570255279541,1360.221435546875,0.01765441807871795,0.016579865934075483,49331126272.0,0.3240858836829986,0.0,0.6681605864240482,0.0,4.2857099328974597e-07,0.007754587888339704,3,0.9327056916358317,0.026525536472750178,2.5179178693457294,17.540712108830157,0.010577369720595397,63926012215296.0,0.03445188651392359,62.39337718915138,0.0053211777417303706,0.04100014297922201,0.04100014297922201,0.04100014297922201,0.4590856902209851,0.008222886096416486,0.2869897916820966,49.612399104993244,2956.001555667075,0.33146052278916094,0.44379372199990236,62.32096361021041,748.209215301467,0.2607426425482916,0.6170879848631335,41.73990535140839,0.00907840802122569,0.3869058017680269,0.3959101715186054,0.430320628829593,0.4515651242956073,0.5531995212770021,1.2038265125657315,1.6223340851505201,1.1883874135772803,0.478557890975105,0.3666437695101874,0.38902927570147,0.3864325671130519,0.6544261119582109,1.6493194620792866,0.3522195572991308,0.0,0.0,0.0,0.0
24,567.4652087860782,218.87397211178288,104.79121398925781,1328.8453369140625,0.02278760063362679,0.02006024245671174,30196416512.0,0.22286868182377412,0.0,0.7677773131169238,0.0,9.513628896867683e-05,0.009260513586718037,3,0.8742889298568141,0.1159491351477845,2.328408564151858,37.64267175682555,0.014397793183118264,37411631398912.0,0.03645750551551894,57.431094781816405,0.005588039956014266,0.04099998365472928,0.04099998365472928,0.04099998365472928,0.45686252460777116,0.008870580749164119,0.2888638992382561,49.5324045331065,2303.5484679326814,0.3403897879089217,0.44000424298811625,57.050232882805226,770.1534152188442,0.26260827385395574,0.6236661479134414,39.58179655007628,0.00947411482220347,0.36276229242353975,0.3681229986368994,0.3989247117840449,0.42216110794077666,0.4843067767221099,0.9084614651086798,1.2324559291486095,0.9306568506420707,0.41889663182976283,0.34841043259624077,0.36699941387622603,0.3649872839219643,0.5505954290484353,1.2511093419936592,0.3343403082650234,0.0,0.0,0.0,0.0
26,242.8239910189184,53.24461754742968,39.806278228759766,345.4309387207031,0.0032316367496548902,0.002835376215971494,16936606720.0,0.0,0.0,0.8762127821763644,0.0,0.0,0.1237870364413867,3,0.7646201347839399,0.11307238928536212,2.2668591474821493,153.80858620007575,0.0026602909265081185,24332126388224.0,0.03264085259865261,80.44454225650159,0.008894207994712829,0.04100000250912111,0.04100000250912111,0.04100000250912111,0.41308156590439365,0.01479660554155419,0.3353442175580919,43.81063693223124,969.434647492064,0.32851272722963526,0.45248232490445994,79.9719926460381,338.0345071263876,0.2725439694755441,0.5075554171138746,41.21937239807164,0.014174886708647387,0.31408104860222,0.31612235466082245,0.3450297273413667,0.3710715023335431,0.3845902538722692,0.5257546468922932,0.7505203252111169,0.664541209321403,0.41628293236570335,0.3272599804977806,0.325032455330389,0.3211253607692929,0.4217843466635582,0.775774538478914,0.307564135553968,0.0,0.0,0.0,0.0
